date,PM2.5,temp,press,humitidy,wnd_dir,wnd_spd
5060,30.9,30.9,998.08,40.25,162.95,7.89
5061,30.2,30.2,998.12,43.52,161.85,6.05
5062,29.51,29.51,998.16,46.79,159.79,4.21
5063,28.8,28.8,998.66,54.33,159.95,4.79
5064,28.09,28.09,999.17,61.88,160.07,5.37
5065,27.39,27.39,999.67,69.43,160.18,5.95
5066,27.07,27.07,999.63,71.84,163.71,5.44
5067,26.76,26.76,999.58,74.24,167.96,4.96
5068,26.45,26.45,999.54,76.65,173.1,4.5
5069,26.28,26.28,999.69,77.43,156.91,3.77
5070,26.11,26.11,999.84,78.21,135.57,3.45
5071,25.94,25.94,999.99,78.99,113.54,3.66
5072,26.32,26.32,1000.12,76.35,114.05,4.49
5073,26.7,26.7,1000.25,73.7,114.39,5.32
5074,27.07,27.07,1000.38,71.06,114.65,6.15
5075,27.83,27.83,1000.17,65.99,119.11,6.63
5076,28.59,28.59,999.95,60.91,122.94,7.15
5077,29.35,29.35,999.74,55.84,126.25,7.69
5078,29.96,29.96,999.16,52.62,129.59,7.88
5079,30.57,30.57,998.59,49.39,132.76,8.09
5080,31.18,31.18,998.01,46.16,135.76,8.32
5081,30.94,30.94,997.91,46.99,132.83,8.22
5082,30.71,30.71,997.8,47.81,129.83,8.15
5083,30.47,30.47,997.7,48.64,126.79,8.09
5084,30.13,30.13,997.75,50.17,125.29,7.8
5085,29.79,29.79,997.8,51.7,123.67,7.51
5086,29.44,29.44,997.84,53.23,121.93,7.23
5087,28.84,28.84,998.11,56.28,132.13,7.53
5088,28.25,28.25,998.37,59.34,141.3,8.04
5089,27.65,27.65,998.63,62.39,149.19,8.73
5090,27.3,27.3,998.36,64.47,138.89,7.52
5091,26.96,26.96,998.09,66.54,125.28,6.63
5092,26.61,26.61,997.83,68.62,108.74,6.22
5093,26.31,26.31,997.69,71.92,98.58,6.13
5094,26.0,26.0,997.55,75.22,88.44,6.24
5095,25.69,25.69,997.41,78.52,78.93,6.53
5096,25.98,25.98,997.34,77.27,75.23,6.51
5097,26.27,26.27,997.26,76.02,71.53,6.52
5098,26.55,26.55,997.19,74.77,67.86,6.56
5099,27.46,27.46,996.68,70.14,64.18,6.66
5100,28.36,28.36,996.17,65.5,60.62,6.78
5101,29.26,29.26,995.66,60.87,57.2,6.93
5102,30.08,30.08,994.69,56.8,78.3,6.71
5103,30.9,30.9,993.72,52.73,98.02,7.39
5104,31.73,31.73,992.75,48.66,113.0,8.77
5105,31.52,31.52,992.49,49.58,117.41,9.09
5106,31.31,31.31,992.23,50.49,121.5,9.47
5107,31.11,31.11,991.97,51.4,125.26,9.89
5108,30.15,30.15,991.87,56.85,126.74,9.72
5109,29.2,29.2,991.78,62.3,128.27,9.56
5110,28.24,28.24,991.69,67.75,129.85,9.41
5111,27.89,27.89,991.76,69.14,111.56,7.88
5112,27.53,27.53,991.84,70.54,88.14,7.44
5113,27.17,27.17,991.91,71.93,65.86,8.26
5114,26.91,26.91,991.35,73.58,48.9,8.4
5115,26.66,26.66,990.78,75.24,33.76,9.22
5116,26.4,26.4,990.22,76.89,21.78,10.57
5117,26.33,26.33,989.57,76.46,12.12,9.35
5118,26.25,26.25,988.92,76.04,0.03,8.47
5119,26.18,26.18,988.27,75.61,345.92,8.03
5120,26.86,26.86,988.28,70.45,336.03,7.61
5121,27.55,27.55,988.28,65.29,325.33,7.43
5122,28.24,28.24,988.29,60.13,314.51,7.52
5123,29.61,29.61,988.05,52.14,321.41,8.45
5124,30.98,30.98,987.8,44.16,326.89,9.47
5125,32.36,32.36,987.56,36.17,331.28,10.56
5126,33.18,33.18,987.07,32.09,323.99,10.64
5127,34.0,34.0,986.58,28.02,316.93,10.9
5128,34.82,34.82,986.09,23.95,310.29,11.31
5129,34.81,34.81,986.32,24.25,296.51,9.93
5130,34.79,34.79,986.54,24.55,279.61,9.27
5131,34.77,34.77,986.77,24.85,261.9,9.49
5132,33.77,33.77,987.21,29.65,250.79,8.72
5133,32.77,32.77,987.65,34.46,238.09,8.32
5134,31.77,31.77,988.09,39.27,224.86,8.37
5135,31.13,31.13,988.88,41.43,237.4,7.88
5136,30.5,30.5,989.68,43.59,250.86,7.8
5137,29.87,29.87,990.48,45.76,263.87,8.15
5138,29.44,29.44,990.72,45.76,273.7,6.4
5139,29.02,29.02,990.96,45.77,289.93,4.98
5140,28.59,28.59,991.19,45.77,315.1,4.21
5141,28.2,28.2,991.58,48.27,339.31,3.98
5142,27.82,27.82,991.97,50.76,2.04,4.47
5143,27.43,27.43,992.36,53.26,18.32,5.48
5144,27.97,27.97,992.85,52.08,26.85,5.73
5145,28.51,28.51,993.35,50.9,34.52,6.09
5146,29.05,29.05,993.84,49.72,41.23,6.55
5147,30.56,30.56,993.69,42.82,43.97,6.29
5148,32.07,32.07,993.54,35.91,46.94,6.04
5149,33.58,33.58,993.39,29.01,50.15,5.81
5150,34.25,34.25,992.91,26.93,70.06,5.92
5151,34.92,34.92,992.42,24.85,87.33,6.67
5152,35.59,35.59,991.94,22.76,100.2,7.89
5153,35.57,35.57,992.01,22.45,111.94,5.66
5154,35.55,35.55,992.07,22.13,136.01,3.94
5155,35.53,35.53,992.14,21.81,176.49,3.56
5156,34.44,34.44,992.34,24.94,178.88,3.25
5157,33.35,33.35,992.55,28.07,181.75,2.95
5158,32.26,32.26,992.75,31.2,185.26,2.66
5159,31.48,31.48,993.44,27.53,308.38,1.61
5160,30.7,30.7,994.13,23.86,333.89,5.18
5161,29.92,29.92,994.82,20.19,338.34,8.93
5162,29.34,29.34,994.77,22.15,345.09,8.02
5163,28.77,28.77,994.73,24.1,353.42,7.24
5164,28.2,28.2,994.68,26.06,3.49,6.65
5165,27.81,27.81,994.87,28.62,1.19,6.7
5166,27.43,27.43,995.05,31.18,358.93,6.75
5167,27.04,27.04,995.24,33.75,356.71,6.82
5168,27.6,27.6,995.45,32.35,4.66,6.7
5169,28.16,28.16,995.66,30.95,12.76,6.7
5170,28.72,28.72,995.87,29.55,20.69,6.84
5171,30.05,30.05,995.34,28.65,37.78,4.95
5172,31.37,31.37,994.81,27.75,68.7,3.91
5173,32.7,32.7,994.29,26.85,104.09,4.39
5174,33.2,33.2,993.63,27.59,132.22,5.33
5175,33.7,33.7,992.98,28.34,149.18,7.1
5176,34.21,34.21,992.32,29.08,158.87,9.23
5177,33.71,33.71,992.38,30.69,171.23,9.52
5178,33.22,33.22,992.43,32.3,182.39,10.21
5179,32.73,32.73,992.49,33.91,191.82,11.24
5180,31.96,31.96,992.42,37.01,197.61,9.41
5181,31.19,31.19,992.35,40.1,206.06,7.72
5182,30.42,30.42,992.28,43.19,218.75,6.29
5183,29.97,29.97,992.57,43.39,211.37,4.12
5184,29.52,29.52,992.86,43.59,189.34,2.16
5185,29.08,29.08,993.15,43.78,117.12,1.62
5186,28.72,28.72,992.91,45.62,73.48,1.11
5187,28.37,28.37,992.67,47.45,26.59,1.53
5188,28.01,28.01,992.42,49.29,7.23,2.44
5189,27.6,27.6,992.63,52.03,19.95,3.15
5190,27.19,27.19,992.84,54.77,27.79,3.95
5191,26.78,26.78,993.05,57.51,32.92,4.8
5192,27.37,27.37,993.32,52.95,29.92,5.04
5193,27.96,27.96,993.6,48.38,27.19,5.29
5194,28.55,28.55,993.87,43.82,24.72,5.55
5195,29.92,29.92,993.47,36.45,357.63,6.41
5196,31.29,31.29,993.07,29.08,339.82,8.26
5197,32.66,32.66,992.67,21.71,329.17,10.61
5198,33.24,33.24,991.93,20.72,318.52,12.41
5199,33.81,33.81,991.19,19.73,310.76,14.52
5200,34.39,34.39,990.44,18.74,305.05,16.83
5201,34.11,34.11,990.55,19.95,308.06,16.23
5202,33.82,33.82,990.66,21.16,311.29,15.68
5203,33.54,33.54,990.77,22.38,314.74,15.18
5204,32.77,32.77,991.11,24.08,321.37,15.11
5205,32.01,32.01,991.45,25.78,327.98,15.24
5206,31.25,31.25,991.78,27.48,334.39,15.57
5207,30.72,30.72,992.34,29.14,334.18,14.03
5208,30.19,30.19,992.9,30.81,333.91,12.48
5209,29.66,29.66,993.45,32.47,333.57,10.93
5210,29.24,29.24,993.54,33.93,332.28,10.77
5211,28.82,28.82,993.62,35.38,330.96,10.61
5212,28.4,28.4,993.71,36.84,329.59,10.46
5213,28.09,28.09,993.71,37.9,329.3,10.2
5214,27.78,27.78,993.71,38.96,329.0,9.95
5215,27.47,27.47,993.7,40.02,328.69,9.69
5216,27.99,27.99,993.87,38.82,334.39,9.94
5217,28.51,28.51,994.04,37.63,339.76,10.27
5218,29.02,29.02,994.2,36.43,344.75,10.7
5219,30.03,30.03,994.15,32.92,354.72,10.08
5220,31.03,31.03,994.09,29.4,5.6,9.8
5221,32.04,32.04,994.04,25.89,16.71,9.89
5222,32.92,32.92,993.34,24.02,26.27,7.83
5223,33.79,33.79,992.63,22.15,41.8,6.13
5224,34.67,34.67,991.93,20.28,65.75,5.16
5225,34.03,34.03,991.92,22.12,126.79,4.94
5226,33.4,33.4,991.9,23.97,158.24,8.66
5227,32.77,32.77,991.89,25.81,169.38,13.35
5228,31.95,31.95,991.97,28.72,178.67,13.04
5229,31.13,31.13,992.06,31.63,188.17,13.07
5230,30.31,30.31,992.14,34.54,197.36,13.46
5231,29.8,29.8,992.2,36.4,203.49,10.75
5232,29.29,29.29,992.27,38.26,213.56,8.23
5233,28.78,28.78,992.33,40.12,231.26,6.18
5234,28.39,28.39,992.29,41.14,238.31,4.64
5235,28.01,28.01,992.25,42.17,251.83,3.25
5236,27.62,27.62,992.22,43.2,280.57,2.26
5237,27.2,27.2,992.31,45.97,310.72,2.32
5238,26.78,26.78,992.4,48.73,333.52,2.93
5239,26.35,26.35,992.5,51.5,347.17,3.82
5240,26.84,26.84,992.53,49.55,10.0,4.03
5241,27.32,27.32,992.57,47.61,28.07,4.77
5242,27.8,27.8,992.6,45.66,40.4,5.85
5243,29.14,29.14,992.11,40.92,72.39,3.83
5244,30.49,30.49,991.61,36.19,121.28,4.12
5245,31.83,31.83,991.12,31.45,148.12,6.4
5246,32.41,32.41,990.49,29.96,163.27,7.91
5247,32.98,32.98,989.86,28.47,173.12,9.78
5248,33.56,33.56,989.23,26.98,179.67,11.85
5249,33.35,33.35,989.05,27.25,183.38,11.26
5250,33.15,33.15,988.87,27.53,187.47,10.73
5251,32.94,32.94,988.69,27.81,191.97,10.25
5252,32.25,32.25,988.67,29.83,193.36,9.76
5253,31.55,31.55,988.65,31.85,194.89,9.28
5254,30.85,30.85,988.63,33.87,196.59,8.8
5255,30.21,30.21,989.07,37.02,182.65,5.93
5256,29.58,29.58,989.5,40.17,150.07,3.94
5257,28.95,28.95,989.94,43.32,102.08,4.3
5258,28.22,28.22,989.83,47.98,90.52,5.25
5259,27.5,27.5,989.72,52.64,82.71,6.35
5260,26.77,26.77,989.61,57.3,77.28,7.53
5261,26.36,26.36,989.87,60.81,61.07,7.26
5262,25.96,25.96,990.13,64.32,44.96,7.58
5263,25.55,25.55,990.39,67.84,31.14,8.43
5264,25.91,25.91,990.49,64.77,30.12,8.64
5265,26.26,26.26,990.58,61.71,29.14,8.85
5266,26.62,26.62,990.67,58.64,28.21,9.07
5267,27.63,27.63,990.41,54.34,45.61,6.15
5268,28.64,28.64,990.15,50.03,82.22,4.55
5269,29.66,29.66,989.88,45.72,123.65,5.55
5270,30.27,30.27,989.26,42.68,148.45,5.96
5271,30.88,30.88,988.64,39.64,167.12,7.27
5272,31.49,31.49,988.02,36.59,179.23,9.09
5273,31.11,31.11,988.2,38.08,179.64,8.53
5274,30.73,30.73,988.37,39.58,180.11,7.96
5275,30.36,30.36,988.54,41.07,180.65,7.4
5276,29.66,29.66,988.68,44.58,178.32,7.89
5277,28.95,28.95,988.82,48.09,176.27,8.4
5278,28.25,28.25,988.96,51.59,174.45,8.91
5279,27.66,27.66,989.62,54.09,162.28,6.74
5280,27.07,27.07,990.28,56.58,140.78,5.13
5281,26.47,26.47,990.95,59.07,108.97,4.69
5282,26.18,26.18,991.0,60.73,100.7,4.64
5283,25.88,25.88,991.06,62.39,92.41,4.68
5284,25.58,25.58,991.12,64.05,84.45,4.82
5285,25.34,25.34,991.29,64.97,74.43,4.83
5286,25.1,25.1,991.47,65.89,64.73,4.99
5287,24.8,24.8,991.64,66.82,55.86,5.28
5288,25.39,25.39,991.87,64.28,60.77,5.39
5289,25.92,25.92,992.11,61.74,65.44,5.54
5290,26.45,26.45,992.34,59.2,69.84,5.72
5291,27.58,27.58,992.1,55.01,99.56,4.94
5292,28.71,28.71,991.86,50.81,129.57,5.67
5293,29.84,29.84,991.62,46.61,148.85,7.48
5294,30.75,30.75,991.15,42.31,163.8,8.4
5295,31.65,31.65,990.68,38.01,175.2,9.77
5296,32.56,32.56,990.21,33.71,183.56,11.43
5297,32.33,32.33,990.29,34.06,186.91,11.24
5298,32.11,32.11,990.37,34.41,190.36,11.1
5299,31.89,31.89,990.45,34.75,193.89,11.0
5300,31.22,31.22,990.58,36.42,187.91,9.29
5301,30.54,30.54,990.71,38.09,179.37,7.73
5302,29.87,29.87,990.84,39.75,166.99,6.43
5303,29.25,29.25,991.47,45.33,167.02,6.03
5304,28.64,28.64,992.1,50.91,167.05,5.64
5305,28.03,28.03,992.73,56.49,167.09,5.24
5306,27.66,27.66,992.96,58.0,160.3,4.24
5307,27.3,27.3,993.19,59.51,149.59,3.33
5308,26.93,26.93,993.43,61.01,132.11,2.62
5309,26.63,26.63,993.85,62.1,115.98,2.76
5310,26.34,26.34,994.28,63.19,102.34,3.09
5311,26.04,26.04,994.7,64.28,91.79,3.55
5312,26.5,26.5,995.01,62.54,88.54,4.24
5313,26.97,26.97,995.31,60.79,86.2,4.93
5314,27.44,27.44,995.62,59.05,84.44,5.63
5315,28.49,28.49,995.37,55.0,111.7,5.14
5316,29.54,29.54,995.13,50.96,137.8,5.86
5317,30.6,30.6,994.89,46.91,155.43,7.47
5318,31.32,31.32,994.28,43.91,168.83,8.97
5319,32.05,32.05,993.66,40.92,178.04,10.82
5320,32.78,32.78,993.04,37.92,184.45,12.86
5321,32.87,32.87,993.0,36.52,188.15,13.21
5322,32.97,32.97,992.96,35.12,191.65,13.6
5323,33.06,33.06,992.92,33.72,194.94,14.05
5324,32.49,32.49,993.08,35.48,191.95,13.56
5325,31.91,31.91,993.24,37.24,188.75,13.11
5326,31.33,31.33,993.4,39.01,185.32,12.71
5327,30.04,30.04,994.66,47.09,158.4,9.64
5328,28.74,28.74,995.91,55.17,122.54,9.82
5329,27.45,27.45,997.16,63.25,97.0,13.1
5330,27.16,27.16,997.44,65.24,93.16,10.7
5331,26.88,26.88,997.73,67.23,87.15,8.37
5332,26.59,26.59,998.01,69.22,76.72,6.2
5333,26.39,26.39,998.14,70.63,68.41,6.53
5334,26.2,26.2,998.26,72.04,61.06,6.99
5335,26.0,26.0,998.39,73.45,54.7,7.55
5336,26.15,26.15,998.69,73.18,55.9,7.69
5337,26.29,26.29,999.0,72.9,57.05,7.84
5338,26.44,26.44,999.3,72.63,58.17,7.98
5339,27.15,27.15,999.3,69.09,64.8,8.38
5340,27.87,27.87,999.31,65.56,70.76,8.88
5341,28.58,28.58,999.32,62.03,76.04,9.46
5342,29.26,29.26,999.08,59.32,71.89,7.25
5343,29.94,29.94,998.85,56.61,64.17,5.11
5344,30.61,30.61,998.61,53.9,46.38,3.19
5345,29.84,29.84,998.84,56.89,101.56,3.94
5346,29.07,29.07,999.07,59.88,124.92,6.6
5347,28.3,28.3,999.3,62.87,134.17,9.71
5348,27.98,27.98,999.14,64.66,117.61,6.79
5349,27.66,27.66,998.99,66.45,84.76,5.1
5350,27.34,27.34,998.83,68.24,45.39,5.81
5351,26.98,26.98,999.39,69.39,45.33,5.43
5352,26.61,26.61,999.94,70.53,45.25,5.05
5353,26.24,26.24,1000.5,71.68,45.16,4.66
5354,26.05,26.05,1000.49,73.63,43.32,5.24
5355,25.86,25.86,1000.48,75.59,41.84,5.81
5356,25.67,25.67,1000.47,77.54,40.62,6.39
5357,25.52,25.52,1000.51,78.35,38.8,6.15
5358,25.37,25.37,1000.56,79.17,36.82,5.91
5359,25.22,25.22,1000.6,79.98,34.68,5.67
5360,25.58,25.58,1000.8,77.69,40.24,6.13
5361,25.94,25.94,1001.0,75.4,44.99,6.64
5362,26.3,26.3,1001.19,73.11,49.04,7.19
5363,26.95,26.95,1000.99,68.81,59.41,7.39
5364,27.61,27.61,1000.79,64.51,68.95,7.81
5365,28.26,28.26,1000.59,60.2,77.3,8.43
5366,28.98,28.98,1000.28,55.21,81.04,8.48
5367,29.69,29.69,999.96,50.21,84.73,8.56
5368,30.4,30.4,999.65,45.21,88.33,8.68
5369,29.98,29.98,999.64,47.98,93.46,9.39
5370,29.56,29.56,999.62,50.76,97.84,10.17
5371,29.14,29.14,999.6,53.53,101.58,11.0
5372,28.43,28.43,999.88,57.24,97.68,10.28
5373,27.71,27.71,1000.15,60.95,93.21,9.61
5374,27.0,27.0,1000.42,64.66,88.12,9.01
5375,26.68,26.68,1000.66,65.83,80.74,7.32
5376,26.36,26.36,1000.9,67.01,69.28,5.82
5377,26.04,26.04,1001.14,68.18,51.23,4.7
5378,25.91,25.91,1000.93,68.84,46.18,4.76
5379,25.78,25.78,1000.73,69.51,41.3,4.87
5380,25.65,25.65,1000.52,70.17,36.65,5.0
5381,25.51,25.51,1000.56,71.19,37.67,5.43
5382,25.37,25.37,1000.59,72.2,38.53,5.86
5383,25.23,25.23,1000.63,73.22,39.28,6.29
5384,25.71,25.71,1000.8,69.68,40.67,6.01
5385,26.19,26.19,1000.97,66.14,42.19,5.74
5386,26.67,26.67,1001.14,62.59,43.86,5.47
5387,27.68,27.68,1000.91,57.12,62.62,4.71
5388,28.7,28.7,1000.68,51.65,85.17,4.59
5389,29.71,29.71,1000.45,46.18,105.68,5.16
5390,30.24,30.24,999.67,43.22,111.03,5.85
5391,30.77,30.77,998.89,40.26,115.22,6.59
5392,31.3,31.3,998.11,37.31,118.55,7.35
5393,30.92,30.92,998.14,38.47,124.91,8.12
5394,30.55,30.55,998.18,39.63,130.11,8.98
5395,30.17,30.17,998.22,40.79,134.38,9.9
5396,29.39,29.39,998.46,44.17,132.98,10.12
5397,28.61,28.61,998.69,47.55,131.65,10.34
5398,27.83,27.83,998.93,50.92,130.37,10.57
5399,27.25,27.25,999.32,54.6,140.2,9.91
5400,26.68,26.68,999.71,58.27,151.04,9.58
5401,26.1,26.1,1000.1,61.95,162.22,9.61
5402,25.79,25.79,1000.04,64.27,169.7,8.16
5403,25.47,25.47,999.97,66.6,180.15,6.89
5404,25.16,25.16,999.91,68.92,194.53,5.95
5405,25.01,25.01,999.72,70.21,193.88,4.73
5406,24.79,24.79,999.52,71.49,192.78,3.51
5407,24.57,24.57,999.33,72.77,190.5,2.29
5408,25.27,25.27,999.43,69.74,170.27,1.71
5409,25.84,25.84,999.53,66.72,138.12,1.49
5410,26.41,26.41,999.64,63.7,107.51,1.78
5411,27.58,27.58,999.24,58.25,155.23,2.51
5412,28.76,28.76,998.85,52.8,174.25,4.05
5413,29.93,29.93,998.46,47.35,182.4,5.78
5414,30.52,30.52,997.78,45.16,182.29,7.14
5415,31.1,31.1,997.1,42.96,182.21,8.49
5416,31.69,31.69,996.42,40.76,182.16,9.85
5417,31.35,31.35,996.54,42.25,181.56,8.97
5418,31.01,31.01,996.66,43.75,180.84,8.08
5419,30.67,30.67,996.78,45.24,179.93,7.2
5420,30.08,30.08,996.8,47.96,183.7,6.87
5421,29.49,29.49,996.82,50.68,187.82,6.58
5422,28.89,28.89,996.85,53.4,192.3,6.33
5423,28.28,28.28,997.26,57.05,195.21,6.38
5424,27.67,27.67,997.67,60.69,198.06,6.45
5425,27.06,27.06,998.08,64.34,200.85,6.54
5426,26.76,26.76,997.95,66.11,202.48,5.25
5427,26.45,26.45,997.82,67.87,205.17,3.97
5428,26.15,26.15,997.69,69.64,210.4,2.7
5429,25.87,25.87,997.98,71.08,183.18,1.38
5430,25.59,25.59,998.27,72.53,108.93,1.28
5431,25.31,25.31,998.56,73.97,77.84,2.56
5432,25.83,25.83,998.78,71.23,91.58,2.72
5433,26.34,26.34,999.0,68.49,103.27,3.01
5434,26.85,26.85,999.22,65.76,112.6,3.39
5435,27.95,27.95,998.56,59.95,151.93,4.16
5436,29.04,29.04,997.91,54.14,172.62,6.09
5437,30.13,30.13,997.25,48.33,182.68,8.42
5438,30.78,30.78,996.69,45.06,177.69,8.77
5439,31.42,31.42,996.13,41.79,173.12,9.19
5440,32.07,32.07,995.57,38.53,168.97,9.66
5441,31.19,31.19,996.06,42.92,147.7,8.54
5442,30.3,30.3,996.55,47.31,124.25,8.81
5443,29.41,29.41,997.04,51.7,105.08,10.35
5444,28.66,28.66,997.22,55.74,99.39,10.27
5445,27.91,27.91,997.4,59.78,93.66,10.29
5446,27.15,27.15,997.58,63.82,88.01,10.42
5447,26.39,26.39,998.56,65.35,88.58,9.01
5448,25.63,25.63,999.55,66.88,89.37,7.6
5449,24.81,24.81,1000.53,68.42,90.51,6.2
5450,24.61,24.61,1000.52,68.4,78.13,5.11
5451,24.4,24.4,1000.5,68.39,60.42,4.37
5452,24.2,24.2,1000.49,68.37,38.54,4.17
5453,24.04,24.04,1000.63,68.63,29.15,4.53
5454,23.88,23.88,1000.76,68.89,21.32,5.0
5455,23.72,23.72,1000.9,69.15,14.92,5.54
5456,24.51,24.51,1000.93,65.84,17.12,6.46
5457,25.21,25.21,1000.96,62.52,18.77,7.39
5458,25.76,25.76,1000.99,59.21,20.05,8.32
5459,26.8,26.8,1000.73,53.59,36.2,7.28
5460,27.85,27.85,1000.47,47.98,55.64,6.96
5461,28.89,28.89,1000.21,42.36,74.57,7.46
5462,29.46,29.46,999.85,40.12,91.57,7.22
5463,30.04,30.04,999.49,37.87,108.2,7.62
5464,30.61,30.61,999.14,35.63,122.14,8.58
5465,30.32,30.32,999.18,36.92,132.58,9.22
5466,30.03,30.03,999.22,38.22,141.42,10.12
5467,29.74,29.74,999.26,39.52,148.66,11.23
5468,29.07,29.07,999.52,42.37,144.29,10.35
5469,28.39,28.39,999.79,45.21,139.15,9.55
5470,27.71,27.71,1000.05,48.06,133.12,8.84
5471,27.28,27.28,1000.35,49.71,125.79,6.83
5472,26.85,26.85,1000.65,51.36,112.77,5.01
5473,26.42,26.42,1000.95,53.01,88.25,3.7
5474,26.09,26.09,1001.05,54.24,86.67,3.91
5475,25.77,25.77,1001.15,55.48,85.25,4.12
5476,25.44,25.44,1001.25,56.72,83.97,4.33
5477,25.22,25.22,1001.55,57.53,75.42,4.4
5478,25.0,25.0,1001.85,58.34,67.28,4.55
5479,24.68,24.68,1002.14,59.15,59.82,4.79
5480,25.25,25.25,1002.59,57.39,63.79,4.87
5481,25.72,25.72,1003.03,55.62,67.63,4.98
5482,26.19,26.19,1003.48,53.85,71.29,5.1
5483,27.29,27.29,1003.03,50.56,99.38,3.78
5484,28.39,28.39,1002.58,47.26,137.47,3.89
5485,29.49,29.49,1002.14,43.96,163.35,5.35
5486,29.65,29.65,1001.6,43.34,161.13,6.66
5487,29.81,29.81,1001.06,42.72,159.64,7.98
5488,29.97,29.97,1000.52,42.1,158.57,9.3
5489,29.65,29.65,1000.64,43.58,160.27,9.09
5490,29.34,29.34,1000.76,45.06,162.05,8.88
5491,29.02,29.02,1000.87,46.54,163.92,8.68
5492,28.56,28.56,1001.12,49.05,161.08,8.02
5493,28.1,28.1,1001.37,51.57,157.75,7.38
5494,27.64,27.64,1001.61,54.09,153.8,6.77
5495,27.02,27.02,1002.07,58.75,159.69,5.9
5496,26.41,26.41,1002.53,63.42,167.51,5.11
5497,25.8,25.8,1002.99,68.08,177.88,4.45
5498,25.61,25.61,1002.91,69.35,156.82,2.69
5499,25.43,25.43,1002.82,70.62,104.43,2.02
5500,25.24,25.24,1002.74,71.89,62.74,3.21
5501,25.11,25.11,1002.69,72.63,61.39,3.97
5502,24.97,24.97,1002.63,73.37,60.48,4.72
5503,24.79,24.79,1002.57,74.1,59.82,5.48
5504,25.22,25.22,1002.82,71.4,66.27,5.75
5505,25.58,25.58,1003.07,68.7,72.08,6.09
5506,25.94,25.94,1003.31,66.0,77.24,6.48
5507,26.93,26.93,1003.01,60.05,83.45,6.45
5508,27.92,27.92,1002.71,54.09,89.65,6.49
5509,28.91,28.91,1002.4,48.13,95.7,6.61
5510,29.36,29.36,1001.82,46.15,104.64,7.65
5511,29.81,29.81,1001.23,44.17,111.34,8.82
5512,30.26,30.26,1000.64,42.19,116.42,10.08
5513,29.8,29.8,1000.85,44.28,119.08,10.35
5514,29.35,29.35,1001.06,46.38,121.6,10.64
5515,28.9,28.9,1001.28,48.47,123.99,10.95
5516,28.18,28.18,1001.4,52.73,121.07,10.02
5517,27.47,27.47,1001.53,56.99,117.56,9.12
5518,26.75,26.75,1001.66,61.25,113.31,8.27
5519,26.41,26.41,1001.88,63.78,106.54,6.94
5520,26.07,26.07,1002.11,66.32,96.78,5.75
5521,25.73,25.73,1002.33,68.85,82.64,4.81
5522,25.5,25.5,1002.1,70.36,82.56,4.65
5523,25.26,25.26,1001.87,71.88,82.46,4.48
5524,25.02,25.02,1001.63,73.39,82.36,4.31
5525,24.76,24.76,1001.57,74.34,83.7,3.88
5526,24.49,24.49,1001.5,75.3,85.37,3.45
5527,24.22,24.22,1001.44,76.25,87.53,3.02
5528,24.94,24.94,1001.47,72.98,92.35,3.15
5529,25.46,25.46,1001.51,69.71,96.75,3.3
5530,25.97,25.97,1001.54,66.44,100.74,3.47
5531,27.0,27.0,1001.1,61.04,128.91,3.57
5532,28.03,28.03,1000.67,55.63,150.75,4.4
5533,29.06,29.06,1000.23,50.23,164.35,5.65
5534,29.34,29.34,999.44,48.72,165.9,6.77
5535,29.62,29.62,998.65,47.22,167.01,7.89
5536,29.89,29.89,997.86,45.71,167.84,9.01
5537,29.82,29.82,997.46,46.17,169.92,9.07
5538,29.75,29.75,997.06,46.62,171.98,9.14
5539,29.68,29.68,996.65,47.08,174.01,9.22
5540,29.03,29.03,997.14,49.33,178.87,8.01
5541,28.38,28.38,997.62,51.59,185.41,6.87
5542,27.72,27.72,998.1,53.84,194.35,5.86
5543,27.44,27.44,998.17,55.83,193.8,4.51
5544,27.15,27.15,998.24,57.83,192.79,3.16
5545,26.87,26.87,998.31,59.82,190.28,1.82
5546,26.64,26.64,998.18,61.15,175.07,1.87
5547,26.42,26.42,998.04,62.49,161.59,2.04
5548,26.19,26.19,997.9,63.82,150.7,2.31
5549,25.96,25.96,997.93,66.09,159.52,2.12
5550,25.73,25.73,997.96,68.36,169.82,1.98
5551,25.5,25.5,997.98,70.63,181.19,1.92
5552,26.05,26.05,998.13,67.98,191.39,1.87
5553,26.6,26.6,998.27,65.33,201.76,1.89
5554,27.16,27.16,998.42,62.68,211.64,1.96
5555,28.39,28.39,998.17,57.06,195.35,2.87
5556,29.63,29.63,997.92,51.45,187.2,3.89
5557,30.87,30.87,997.67,45.84,182.49,4.95
5558,31.52,31.52,997.16,42.84,184.82,6.05
5559,32.17,32.17,996.66,39.85,186.43,7.16
5560,32.82,32.82,996.16,36.86,187.61,8.27
5561,32.61,32.61,996.17,37.7,190.3,8.4
5562,32.39,32.39,996.18,38.53,192.9,8.55
5563,32.18,32.18,996.2,39.37,195.41,8.72
5564,31.45,31.45,996.4,42.38,195.65,8.59
5565,30.72,30.72,996.6,45.38,195.91,8.47
5566,29.99,29.99,996.8,48.39,196.17,8.34
5567,29.47,29.47,997.33,52.14,196.64,7.71
5568,28.96,28.96,997.86,55.89,197.2,7.08
5569,28.44,28.44,998.39,59.64,197.86,6.45
5570,28.17,28.17,998.58,61.09,198.17,5.46
5571,27.91,27.91,998.76,62.53,198.62,4.46
5572,27.64,27.64,998.95,63.98,199.33,3.47
